HG ID,Gene Name,Gene Description,RefSeq,"""0hrs_replicate1""","""0hrs_replicate2""","""0hrs_replicate3""","""2hrs_replicate1""","""2hrs_replicate2""","""2hrs_replicate3""","""72hrs_replicate1""","""72hrs_replicate2""","""72hrs_replicate3""","""336hrs_replicate1""","""336hrs_replicate2""","""336hrs_replicate3""
"
137234.0,Hrc,histidine rich calcium binding protein,NC_000073.7,2627.9,1743.9,2029,1925.8,1677.1,1862.5,1657.9,1066.2,793.9,866,1498.2,"1296.9
"
41079.0,Ascc1,activating signal cointegrator 1 complex subunit 1,NC_000076.7,387.2,375.1,472.8,497.5,306.9,355,356.1,368.3,294.1,453.8,392.5,"455.4
"
56003.0,Rit1,Ras-like without CAAX 1,NC_000069.7,557.1,488.8,239.2,520.4,479.6,626.9,575,484,434.2,505.6,283.6,"440.6
"
37298.0,Xpa,"xeroderma pigmentosum, complementation group A",NC_000070.7,150.6,94.3,287.2,62,104.2,119.6,202,79,106.1,195,195.8,"121.3
"
14821.0,Cox18,cytochrome c oxidase assembly protein 18,NC_000071.7,1515.4,1259,2013.9,1521.9,1089.1,1392.2,1255.8,1197.9,1209.7,1302,1035.8,"1233.5
"
22672.0,Tenm2,teneurin transmembrane protein 2,NC_000077.7,460.4,345.1,407.1,338,599.3,440.8,217.9,441.3,362.3,376.7,495.4,"570.6
"
31238.0,Atf6b,activating transcription factor 6 beta,NC_000083.7,268.8,269.5,803.5,226.2,264.6,341.1,221.7,274.6,321.2,449.1,219.2,"265.4
"
11649.0,Vps37b,vacuolar protein sorting 37B,NC_000071.7,109.3,140.5,161.3,82.1,39.3,126.1,258.5,248.4,411.9,263.6,163.1,"279.2
"
1331.0,Runx1,runt related transcription factor 1,NC_000082.7,21.3,21.6,46.9,33.7,18.5,113.3,86.1,63.8,187,181,154.8,"121
"
7406.0,Ltc4s,leukotriene C4 synthase,NC_000077.7,762.9,277.6,689.8,422.6,221.4,293.3,425.2,555.7,509.3,324.9,396.7,"391.2
"
8079.0,St6galnac5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",NC_000069.7,236.7,135.4,272.8,130.6,258.1,207.8,114.8,190.9,143.6,116.7,120.5,"167.5
"
31196.0,Myom1,myomesin 1,NC_000083.7,3290.2,3412.4,1504.2,1943.7,1849.5,1808,1481.9,738.1,407.2,801.2,1188.7,"1146.4
"
18184.0,Fam126b,"family with sequence similarity 126, member B",NC_000067.7,353.1,253.7,426.2,258.6,175.5,100.3,141.2,186.3,111.3,135.6,139.6,"107.4
"
40802.0,Zfp260,zinc finger protein 260,NC_000073.7,199.1,97.8,100.7,137.7,162.2,65.9,131.1,83.6,56.3,183,137.2,"134.4
"
48322.0,Rad23a,"RAD23 homolog A, nucleotide excision repair protein",NC_000074.7,324.5,194.1,418.1,408.5,51.1,193.4,361.2,592.9,364,515.9,330.7,"527
"
10980.0,Hs1bp3,HCLS1 binding protein 3,NC_000078.7,825,605.1,949.1,789.3,701,731.7,649.9,592.1,697.7,703.4,557.7,"729.5
"
74862.0,Adam12,a disintegrin and metallopeptidase domain 12 (meltrin alpha),NC_000073.7,65.4,27.3,305.2,19.9,118.8,23.5,142.8,91.9,216.8,278.6,339.2,"193
"
55978.0,Cct6b,"chaperonin containing Tcp1, subunit 6b (zeta)",NC_000077.7,189.2,114.7,349.1,115.5,193.1,91.6,122.5,157.4,141.1,194.9,157.9,"54.5
"
17609.0,Wdsub1,"WD repeat, SAM and U-box domain containing 1",NC_000068.8,146.5,129.8,60.4,148.8,117.3,111.8,49.6,85.9,43.6,209,131,"174
"
9889.0,Zfp692,zinc finger protein 692,NC_000077.7,370.8,499.2,343.7,479.3,437.5,374.7,507.5,402.2,323.1,735.7,598.8,"628.3
"
31513.0,Get3,"guided entry of tail-anchored proteins factor 3, ATPase",NC_000074.7,618.2,433.4,714.4,555.2,233.5,206.7,877.4,861.1,1093.7,1117,975.1,"1073.1
"
11929.0,Chchd5,coiled-coil-helix-coiled-coil-helix domain containing 5,NC_000068.8,356.8,241.4,440.8,178.9,204.3,81.3,300.8,254.5,137.3,267.2,154.2,"197.3
"
11238.0,Zfp574,zinc finger protein 574,NC_000073.7,170.3,163.7,365.5,263,238.3,229.6,211.9,297.2,223.9,300.2,286.9,"238.1
"
19021.0,Oc90,otoconin 90,NC_000081.7,369.3,422.1,1214.5,318.4,167.7,335.3,302.8,347.6,372.3,436.7,521.2,"385.4
"
4479.0,Irf6,interferon regulatory factor 6,NC_000067.7,1602,2520.3,1362.1,3095.7,3041.1,3313.9,1577.9,1588.1,1328.1,1673.9,1566.2,"2259
"
48282.0,Fap,fibroblast activation protein,NC_000068.8,125.2,237.9,469.9,300.5,250,227.3,369.9,303.6,222.8,273,389.3,"314.6
"
32132.0,Zfp1,zinc finger protein 1,NC_000074.7,352.2,249.4,213.5,297.6,289.6,365.1,310,240.6,333.6,391.1,369.1,"326.2
"
21056.0,Slc12a4,"solute carrier family 12, member 4",NC_000074.7,815,1003.4,570.7,965,624.1,609.8,820.4,506.6,919.8,1000.2,936.1,"727.9
"
130652.0,Slc6a20b,"solute carrier family 6 (neurotransmitter transporter), member 20B",NC_000075.7,152.4,287.6,309.9,168.2,315.4,241.2,218.5,223.4,276,338.9,207.5,"177.2
"
21163.0,Taf1c,"TATA-box binding protein associated factor, RNA polymerase I, C",NC_000074.7,282.9,244.8,193.9,246.8,219.2,271.4,338,244.2,149.1,254.7,163.6,"255
"
31221.0,Orc1,"origin recognition complex, subunit 1",NC_000070.7,119,156.4,265.2,97.4,99.1,75.4,89.5,95.4,92.4,54.7,99,"82.4
"
3147.0,Sema4f,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain",NC_000072.7,784.2,607.6,660.6,525.7,539.9,536.9,394.6,477.3,589,566.7,586.2,"588.5
"
22876.0,Plcb1,"phospholipase C, beta 1",NC_000068.8,137.5,133.6,202.7,98.1,113.7,34.3,220.6,15.6,69.6,43.2,50.4,"39.9
"
2267.0,Sfrp4,secreted frizzled-related protein 4,NC_000079.7,37.9,414.1,169.4,502.9,544.9,400,465.9,315.6,461.5,288.5,440.3,"262.2
"
133205.0,Slfn2,schlafen 2,NC_000077.7,187,78.4,163.9,706.1,239.1,348,701.4,1586.6,3032.3,653.1,466.5,"668.3
"
55983.0,Spin1,spindlin 1,NC_000079.7,138.4,231.2,344.1,315.6,146.6,126.9,299.4,222.6,393.9,522.6,463.4,"373.8
"
21191.0,Stag1,stromal antigen 1,NC_000075.7,72.3,157.6,38.8,33.6,63.4,69.5,81,18.6,111.5,174.1,59.2,"115.4
"
135946.0,Zfp53,zinc finger protein 53,NC_000083.7,141.8,176.7,92.1,84.5,57,130.1,148.4,83.3,119.5,88.1,105.4,"63.3
"
38289.0,Chek2,checkpoint kinase 2,NC_000071.7,262.9,259.4,228.4,245,165.4,271.9,200.1,415.8,364.2,291.5,388.8,"468.3
"
135620.0,Fmnl1,formin-like 1,NC_000077.7,32.5,129.4,342.5,151.6,139.2,102.9,24.2,164.9,233.5,138,19.7,"143.2
"
4900.0,Hivep2,human immunodeficiency virus type I enhancer binding protein 2,NC_000076.7,135.1,83.2,84.2,228.3,318.4,220.6,183.5,151.5,191.5,162.2,189.3,"174.2
"
137336.0,Slc22a21,"solute carrier family 22 (organic cation transporter), member 21",NC_000077.7,61.1,92.2,41.1,67.2,86.3,101.7,83.6,87.6,32.1,80.6,109.9,"109.1
"
7949.0,Sox7,SRY (sex determining region Y)-box 7,NC_000080.7,368.2,220.3,269,318.7,449.3,490.9,292.6,302.3,374.4,528.4,429.5,"526.6
"
7379.0,Gimap1,"GTPase, IMAP family member 1",NC_000072.7,58.2,75.3,66.7,74.7,104,78.9,18.2,186.8,92,81.3,140.7,"105.2
"
40870.0,Cnot4,"CCR4-NOT transcription complex, subunit 4",NC_000072.7,64.9,37,358.2,179.5,171.3,123.3,213.3,136.6,205.3,197,218.3,"193.4
"
4833.0,Vamp5,vesicle-associated membrane protein 5,NC_000072.7,1176.6,773.1,534.6,726.1,560.3,577.1,686,285.1,306.6,419.5,555.9,"397
"
22673.0,Tenm3,teneurin transmembrane protein 3,NC_000074.7,106.9,82.2,48.9,80.9,93.8,83.6,57.7,72.2,54.9,155.4,150.1,"149.5
"
31401.0,Plagl1,pleiomorphic adenoma gene-like 1,NC_000076.7,60.4,20.2,73.8,79.6,110.5,74.1,86.6,73.1,84.7,120,158.3,"40.3
"
37932.0,Hus1,HUS1 checkpoint clamp component,NC_000077.7,174.7,99.3,155,130.5,141,79.2,144.8,89.7,132.6,130.2,178.3,"111
"
21398.0,Utrn,utrophin,NC_000076.7,210.2,222.4,190.7,165.5,241.8,145.1,279.2,165.3,198.9,247.8,86.4,"189.7
"
1677.0,Jag2,jagged 2,NC_000078.7,86.9,342.9,117.8,173.4,232.1,421.2,366.8,324.7,304.8,410.7,345.9,"544.1
"
37706.0,Rbms2,"RNA binding motif, single stranded interacting protein 2",NC_000076.7,375.1,397.7,384.7,407.5,414.1,460.1,403.2,433.6,331.1,376.3,350.6,"389.4
"
1870.0,Neo1,neogenin,NC_000075.7,240.9,358.2,255.8,224.4,282.1,61.1,172.6,174.4,205.8,315.9,382.4,"382.1
"
1981.0,Phka1,phosphorylase kinase alpha 1,NC_000086.8,408.7,367,369.5,358.4,296.6,231.9,243.3,232.9,231.2,242.9,398.4,"297.5
"
21366.0,Zfhx3,zinc finger homeobox 3,NC_000074.7,501.6,227,601.9,398.9,372.6,358.5,411.2,538.7,605.4,385.7,480.7,"341.8
"
75239.0,Nacc2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",NC_000068.8,389.3,164.7,134.6,175.2,183,152.5,243.5,204.5,176,115,184.4,"218.4
"
868.0,Adcy9,adenylate cyclase 9,NC_000082.7,320.2,334.3,467.8,332.9,352.7,325.6,327.6,279.8,243.9,367.9,312.4,"211.4
"
1261.0,Arnt,aryl hydrocarbon receptor nuclear translocator,NC_000069.7,130.3,182,230.2,191.2,260.3,19.5,159,364.3,297.5,339,258.6,"244.2
"
568.0,Avpr1a,arginine vasopressin receptor 1A,NC_000076.7,127.3,98.4,188.1,173.3,151.7,155.3,94.9,17.8,124.4,145.8,150.9,"116.6
"
38024.0,Gem,GTP binding protein (gene overexpressed in skeletal muscle),NC_000070.7,237.4,189.3,175.6,180.3,98.4,194.1,159.3,129,136.9,105.9,167.8,"172.5
"
7297.0,Ebf1,early B cell factor 1,NC_000077.7,186.6,130.1,98.9,57.3,140.1,56.4,121.5,219.6,165.8,131.1,150,"110.3
"
40514.0,Srm,spermidine synthase,NC_000070.7,537.9,410.6,458.5,822.7,631.7,638.2,611.4,923.6,856.9,831.6,707.2,"742.1
"
23194.0,Myl1,"myosin, light polypeptide 1",NC_000067.7,66712.5,49005.1,45982.4,49689.5,36797.9,38852.4,30269.3,26481.4,13781.1,21344.7,24653.3,"25686.8
"
48591.0,Map2k2,mitogen-activated protein kinase kinase 2,NC_000076.7,443.7,471.2,373.8,326.6,202.2,356.8,354,417,347.2,316.9,353.6,"390
"
2082.0,Psma3,proteasome subunit alpha 3,NC_000078.7,4327.5,4727,3150.9,4301.7,4948.7,5957.2,3854.9,4275,3765.2,4457.4,4459.7,"4138.1
"
737.0,Ptgds,prostaglandin D2 synthase (brain),NC_000068.8,212.4,255.5,111.8,244,292,340.1,217,286.4,192.7,275.8,347.9,"240.7
"
3903.0,Ube2k,ubiquitin-conjugating enzyme E2K,NC_000071.7,232.1,352.1,420.2,254.4,246.8,271.9,331.7,300.5,249.8,304.9,302.2,"283.3
"
5133.0,Pkig,"protein kinase inhibitor, gamma",NC_000068.8,1082.6,1062.1,1014.5,952.9,1048.7,1108.5,1022.5,1177.6,1299.1,1136.9,1357,"1276.7
"
55623.0,Esd,esterase D/formylglutathione hydrolase,NC_000080.7,1202.2,1486.9,1234.2,1602.8,1816.7,1382.7,2095.8,2158.3,2448.3,2035,1624.2,"1561.1
"
55623.0,Esd-ps,"esterase D/formylglutathione hydrolase, pseudogene",NC_000080.7,1202.2,1486.9,1234.2,1602.8,1816.7,1382.7,2095.8,2158.3,2448.3,2035,1624.2,"1561.1
"
20700.0,Tspan6,tetraspanin 6,NC_000086.8,102.9,233.9,145.4,187.8,212.5,180.4,106.6,130.9,127.8,165.7,124.7,"117.3
"
838.0,Vcam1,vascular cell adhesion molecule 1,NC_000069.7,203,104.9,162,171.7,227.4,178.1,199.8,214.6,343.3,232.9,344.4,"164.8
"
2412.0,Nfe2l2,"nuclear factor, erythroid derived 2, like 2",NC_000068.8,881.9,741.2,862.5,1006,1426.1,1385.2,1276.5,1337,1627.8,1214.2,1245.6,"1069
"
48301.0,Lrrfip1,leucine rich repeat (in FLII) interacting protein 1,NC_000067.7,534.3,708.9,460.9,563.5,481.8,703.3,535.7,551.8,453.8,473.7,436.5,"478
"
41628.0,Sarnp,SAP domain containing ribonucleoprotein,NC_000076.7,280.2,417.9,392.2,317.8,510.3,617.7,497,361.4,419.1,432.1,430,"447.7
"
20353.0,Dapk3,death-associated protein kinase 3,NC_000076.7,126.9,156.1,221.8,107.3,54.5,48.8,114.8,62.1,53.5,23,146,"68.8
"
20119.0,Col5a2,"collagen, type V, alpha 2",NC_000067.7,3128,3760.6,4324.7,2303.9,2616.8,2682.9,3852.7,4054.3,7557.5,8794,6720.9,"4700.7
"
7362.0,Tfb2m,"transcription factor B2, mitochondrial",NC_000067.7,351.8,219.6,259.6,322.4,304.7,306.7,293.5,187.5,171.5,125.1,155.9,"217.8
"
7024.0,Nop58,NOP58 ribonucleoprotein,NC_000067.7,114.8,152.1,256.3,413.2,339,425.5,233.5,222.2,237.2,325.8,253.8,"177.1
"
22519.0,Tnfaip1,"tumor necrosis factor, alpha-induced protein 1 (endothelial)",NC_000077.7,120.4,99.7,99.6,119,106.4,49.7,131.5,166.9,196.3,151.7,175.7,"158.8
"
68559.0,Ppp2r1a,"protein phosphatase 2, regulatory subunit A, alpha",NC_000083.7,2926.2,1756.6,2256.8,2055.2,1943.4,2326.3,2387.5,3020.1,2706.1,3114.1,2995.6,"2874.4
"
37718.0,Sdhd,"succinate dehydrogenase complex, subunit D, integral membrane protein",NC_000075.7,4749.7,3375.6,2820.9,2711.1,3744.3,3066.6,2827.6,2650,2328.8,2170.6,2579.5,"1951.3
"
2959.0,Aip,aryl-hydrocarbon receptor-interacting protein,NC_000085.7,1014.1,797.9,856.4,812.8,869.7,662,1020.5,1076.8,682.5,841.9,865.6,"907
"
136639.0,Rpl37rt,"ribosomal protein L37, retrotransposed",NC_000071.7,16347.5,17149.9,12493.9,16554.5,16314.9,19989.6,15261.6,15958.3,13756.4,16985.9,16853.5,"17367.8
"
68110.0,Rpl37,ribosomal protein L37,NC_000081.7,16347.5,17149.9,12493.9,16554.5,16314.9,19989.6,15261.6,15958.3,13756.4,16985.9,16853.5,"17367.8
"
31260.0,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,NC_000069.7,1451.4,1366.4,807.1,1121.3,1333.3,1458.2,1380.7,1024.1,1333.9,1533.9,1645.4,"1546.8
"
2366.0,Ssb,Sjogren syndrome antigen B,NC_000068.8,52.9,94.5,75.1,120.1,160.6,182.3,156.9,99.1,109.7,165.1,158.8,"85.5
"
1592.0,Hars,histidyl-tRNA synthetase,NC_000084.7,288.2,391.3,90.1,265.7,309.6,342.1,371.5,318.3,378.9,340.1,267.7,"272.2
"
3.0,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",NC_000069.7,3922.4,2364.1,1483.5,3332.8,3950.2,5086,2270.5,1894.1,1120.5,1315.2,2079.6,"2524.1
"
21155.0,Slc1a5,"solute carrier family 1 (neutral amino acid transporter), member 5",NC_000073.7,1900.4,673.2,1087.4,1225.1,2051.8,1685.4,1033.9,1126.9,483.6,480.1,799.5,"873.8
"
9738.0,Nkiras2,NFKB inhibitor interacting Ras-like protein 2,NC_000077.7,693.8,701.8,1062,575,496.5,174.8,519.4,741.5,569.6,681.7,729.6,"685.2
"
2063.0,Map2k1,mitogen-activated protein kinase kinase 1,NC_000075.7,398.9,493.1,506.1,639,385.6,690.1,700.9,614.4,565.9,525.5,484.2,"581.4
"
55885.0,Glud1,glutamate dehydrogenase 1,NC_000080.7,692.7,784.7,461.2,895.3,1005.4,892.9,929.1,862,783.1,915.3,744.2,"704.9
"
31216.0,Fdx1,ferredoxin 1,NC_000075.7,1531.9,1464.1,760.8,1147.6,1449.8,2220.8,776.7,905.7,706.6,637.2,889.8,"786.4
"
31245.0,Psph,phosphoserine phosphatase,NC_000071.7,807.3,918,815.5,804.3,956.7,902.1,747.6,958.6,910,1015.6,1042.9,"1131.8
"
4730.0,Postn,"periostin, osteoblast specific factor",NC_000069.7,1420.3,4310.5,2525.5,5356.8,4170.6,4330.9,4218.9,4249,6055.2,14069.6,9989.4,"8503.3
"
113.0,Fech,ferrochelatase,NC_000084.7,103.2,72,281.9,55.4,57.5,88.5,68.6,47.2,41.3,19.1,39.9,"41
"
7649.0,Cacybp,calcyclin binding protein,NC_000067.7,182.6,207,293.4,242.4,226.2,235.1,229.3,157.8,169.5,224,199.4,"165
"
1279.0,Atp6v1b2,"ATPase, H+ transporting, lysosomal V1 subunit B2",NC_000074.7,107.5,165.6,164,85.8,162.4,198.8,170.6,171.4,188.7,271.6,175.7,"185.2
"
56228.0,Pgam2,phosphoglycerate mutase 2,NC_000077.7,9777.5,6572.2,5106.1,5067.2,4901.9,4970,3990,2974.6,1327.3,1950.2,3517.3,"2804.8
"
128044.0,Cyp4a10,"cytochrome P450, family 4, subfamily a, polypeptide 10",NC_000070.7,59.6,48.2,104.4,7.2,27.6,5.4,50.8,13,65.5,72.4,70.8,"19.5
"
3444.0,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",NC_000074.7,1630.9,1736.2,1254.9,2064.1,2004.3,1634.5,2358.5,2024.9,2140.3,2452.7,2229.4,"2366.1
"
1800.0,Mest,mesoderm specific transcript,NC_000072.7,34.7,7.5,88,92.1,155.9,100.2,255.7,267.2,253.7,419.5,350.9,"143
"
134736.0,Nelfe,"negative elongation factor complex member E, Rdbp",NC_000083.7,544.4,604.1,630.5,476.4,557.8,554.2,724.6,672.3,483.5,652.7,861,"605.2
"
1633.0,Id3,inhibitor of DNA binding 3,NC_000070.7,809.9,1359.8,848,921.9,1163.2,991.4,941.1,1085.5,1113.8,774.5,1327.5,"1304.5
"
1864.0,Ndufb6,NADH:ubiquinone oxidoreductase subunit B6,NC_000070.7,4894.8,3663.7,2148,2911.3,4850.7,3761.1,2983.2,2527.2,2333,2425.5,3421.4,"2596.9
"
22002.0,Uba1,ubiquitin-like modifier activating enzyme 1,NC_000086.8,2095.7,2083.2,1635.8,2148.7,2137.1,1950.7,2611,2183.8,2298.4,2640,2509.8,"2508
"
8267.0,Wbp1,WW domain binding protein 1,NC_000072.7,1621.1,1721.4,1543.7,907.1,1205.5,911.7,1244.2,1127,1002.8,1553.8,1343.5,"986.6
"
74536.0,Pcbp2,poly(rC) binding protein 2,NC_000081.7,3445.3,4006.4,2749.6,4930.6,4731.7,4577.5,4150,3848.5,3549.6,4221.8,4168.7,"4246.5
"
41530.0,Spns1,spinster homolog 1,NC_000073.7,959.3,1015.3,1389.8,701.3,724.5,1040,782.8,1125.2,885.4,821.1,799.8,"1204.7
"
5179.0,Csde1,"cold shock domain containing E1, RNA binding",NC_000069.7,7037.1,5595.2,5397.7,5498.2,5729.5,6425.5,4546.1,3553.8,2521.7,3720.5,3507.8,"3534.4
"
133879.0,Nme2,NME/NM23 nucleoside diphosphate kinase 2,NC_000077.7,7835.4,8091.6,4118.9,5821.3,5689.7,6298.5,6575.6,7457.5,6491.9,7435,6427.1,"6034.5
"
32050.0,Npdc1,"neural proliferation, differentiation and control 1",NC_000068.8,1147.7,1217.2,1385.1,865.5,1218.9,993.3,1195.6,1060.4,1538.5,853.8,1230.7,"1155.6
"
133875.0,Rpl36,ribosomal protein L36,NC_000083.7,5847.5,6908,5068.7,7570.8,7771.8,9488.7,7889.2,8306,7266.2,8937.2,7440.5,"8304.9
"
135631.0,Rpl36-ps12,"ribosomal protein L36, pseudogene 12","['NC_000072.7', 'NG_067605.1']",5847.5,6908,5068.7,7570.8,7771.8,9488.7,7889.2,8306,7266.2,8937.2,7440.5,"8304.9
"
3306.0,Hdgf,heparin binding growth factor,NC_000069.7,7480.3,6440.8,6588.8,6679.5,7432,7291.9,7061,5888.5,5548.8,6100.8,6190.6,"6452.1
"
116117.0,Calm3,calmodulin 3,NC_000073.7,658.3,540.3,489.5,486.6,476.6,405.2,560.8,722.4,622.2,710.3,495,"492.2
"
116117.0,Calm2,calmodulin 2,NC_000083.7,658.3,540.3,489.5,486.6,476.6,405.2,560.8,722.4,622.2,710.3,495,"492.2
"
116117.0,Calm1,calmodulin 1,NC_000078.7,658.3,540.3,489.5,486.6,476.6,405.2,560.8,722.4,622.2,710.3,495,"492.2
"
1022.0,Ctsz,cathepsin Z,NC_000068.8,431.3,614.1,544.3,575.1,614.7,455.1,730.5,902.1,1348.2,628.5,614.3,"694.7
"
3279.0,Dpp4,dipeptidylpeptidase 4,NC_000068.8,212.6,310.8,331.4,150.6,188.7,186.6,279.7,132.9,138.3,233.6,160.8,"174.6
"
68496.0,Tuba4a,"tubulin, alpha 4A",NC_000067.7,644.1,427.7,664.4,484.5,331.3,342,422,290.2,351.4,320.9,302.8,"418
"
40767.0,Sec61g,"SEC61, gamma subunit",NC_000077.7,1837.2,1982.6,1535.9,1835.9,1889.2,1983.6,2050.2,2281.8,2585.1,2442,1925.7,"1756.6
"
40767.0,Gm4184,protein transport protein Sec61 subunit gamma pseudogene 1,"['NC_000076.7', 'NG_056150.1']",1837.2,1982.6,1535.9,1835.9,1889.2,1983.6,2050.2,2281.8,2585.1,2442,1925.7,"1756.6
"
40767.0,Gm11575,protein transport protein Sec61 subunit gamma pseudogene 2,"['NC_000067.7', 'NG_056258.1']",1837.2,1982.6,1535.9,1835.9,1889.2,1983.6,2050.2,2281.8,2585.1,2442,1925.7,"1756.6
"
55668.0,Pfkl,"phosphofructokinase, liver, B-type",NC_000076.7,1589.8,957,1062.5,1113.4,943.2,1260.7,1045.1,1809.5,2022.4,1626.4,1150.5,"1203.3
"
37660.0,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",NC_000077.7,148,201.6,152.9,200.6,212,189,161.4,76.1,140.1,157.2,171.8,"95.3
"
2670.0,Aurka,aurora kinase A,NC_000068.8,17.8,113.3,119.9,102.4,18.5,89.4,113.8,78.5,101.2,220.2,142.3,"140.1
"
6221.0,Vps35,VPS35 retromer complex component,NC_000074.7,1760.7,2456.7,1578,2547.7,2814.5,3207.5,2571.4,2848.8,2661.6,2421.6,2125.4,"2398.6
"
37256.0,Car2,carbonic anhydrase 2,NC_000069.7,74.3,105.3,87.2,40.9,186.9,96.3,41.8,124.2,162.5,558.3,189.3,"165
"
2180.0,Nf2,neurofibromin 2,NC_000077.7,828.5,837.6,1014.7,793.1,748.5,610.4,943.9,688,591.6,911.8,972.3,"892.8
"
31311.0,Myb,myeloblastosis oncogene,NC_000076.7,45.3,31.9,30,46.6,11.1,61.4,61.8,72.7,53.8,121.1,148.4,"128.9
"
7922.0,Mrpl23,mitochondrial ribosomal protein L23,NC_000073.7,2041.5,1873.6,1566,1405.2,1320.3,1541.5,1737.9,1283.8,890.3,1401.3,1135.9,"1348.8
"
21153.0,Rbbp4,"retinoblastoma binding protein 4, chromatin remodeling factor",NC_000070.7,452.4,669.6,549.2,848.4,876.9,905.8,619.8,677.1,739.3,704.5,865.5,"812.9
"
5260.0,Stxbp3,syntaxin binding protein 3,NC_000069.7,525.9,716.9,395.2,665.3,492.5,763.1,576.9,501,622,428.4,565.9,"556.8
"
3448.0,Fam50a,"family with sequence similarity 50, member A",NC_000086.8,358.5,533.9,538.9,555.1,365.5,532.1,404.5,646.3,487,523,437.8,"578.1
"
37486.0,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2",NC_000085.7,190.3,147.2,397.4,228.1,274.9,207.9,214.3,181,229.7,186.2,181.3,"119.9
"
84372.0,Ube2e1,ubiquitin-conjugating enzyme E2E 1,NC_000080.7,248.1,339.1,362.5,308.9,450.3,448.9,274.2,245.5,283.5,232.2,352.8,"259.8
"
30953.0,Btk,Bruton agammaglobulinemia tyrosine kinase,NC_000086.8,187.1,146.8,69.8,212.6,184.1,151.3,350.5,477.5,476,287.4,158.5,"303.7
"
9039.0,Rgl1,"ral guanine nucleotide dissociation stimulator,-like 1",NC_000067.7,23.2,58.7,56.3,91.9,67.6,218.7,58.2,214.2,185.3,55.7,98.8,"82.1
"
1217.0,Acp2,"acid phosphatase 2, lysosomal",NC_000068.8,208.3,399.7,236,305.2,215,237.6,376.5,311.7,366.6,337.7,282.7,"178.2
"
55833.0,Ppp2r2b,"protein phosphatase 2, regulatory subunit B, beta",NC_000084.7,397.3,431.6,1135.3,463.4,360.5,424,378.1,245.1,254,129,332,"328.5
"
74931.0,Chil3,chitinase-like 3,NC_000069.7,111.6,123.1,103.2,103.7,130.4,59.7,211.6,279.8,204.8,153.6,30.1,"114.6
"
4626.0,Mertk,MER proto-oncogene tyrosine kinase,NC_000068.8,200.6,119.1,178.9,252.8,285.7,153.4,239.7,164,215.2,226.7,235.3,"240
"
55955.0,Bmp1,bone morphogenetic protein 1,NC_000080.7,522.1,379.4,968.1,277.8,403.9,389.4,407.6,701.3,1247.9,1144.1,933.3,"606.5
"
56032.0,Ddx19b,DEAD box helicase 19b,NC_000074.7,360.3,486.8,634.9,378.8,258.6,284.3,321,254.6,265.8,359.9,321.3,"269.9
"
8078.0,Arhgef28,Rho guanine nucleotide exchange factor (GEF) 28,NC_000079.7,267.4,493.9,145.6,295.1,288.3,303.8,207.3,242.6,247.7,136.2,198,"251.9
"
137395.0,Ifi27l2a,"interferon, alpha-inducible protein 27 like 2A",NC_000078.7,3616.7,761.5,1098,1250.1,1719.9,1367.1,2327.5,1707.4,1350,344.7,593.6,"682.7
"
4360.0,Six1,sine oculis-related homeobox 1,NC_000078.7,453.4,154.4,345.6,179.4,131.1,51.5,147.3,245.9,98.1,184.3,44.5,"226.7
"
1135.0,Gas8,growth arrest specific 8,NC_000074.7,281.1,273.2,540.8,342.5,379.7,349.2,305.1,227.4,182.8,399.9,294.1,"322.5
"
1466.0,Hbegf,heparin-binding EGF-like growth factor,NC_000084.7,178.1,84.8,276.7,157.6,379.8,286.1,308.6,290.4,626.8,197,190.1,"288.8
"
7500.0,Ptx3,pentraxin related gene,NC_000069.7,114.9,20.4,265.6,869.5,1567.1,484.7,55,505,1534.3,188.7,90.5,"75.8
"
433.0,Gdnf,glial cell line derived neurotrophic factor,NC_000081.7,215.8,243.9,121.9,276,367.1,271.8,261.7,208.6,316.2,233.7,331,"223.2
"
137207.0,Ivl,involucrin,NC_000069.7,172,351.9,136.6,272.9,231.6,191.5,252.5,190.7,159,328,382,"485.2
"
7929.0,Ccl11,chemokine (C-C motif) ligand 11,NC_000077.7,210.5,162.8,308.2,249.7,450.9,210.6,296.6,211.8,268.8,186,190.1,"232.9
"
37329.0,Nat2,N-acetyltransferase 2 (arylamine N-acetyltransferase),NC_000074.7,29.3,63,178.1,101.6,79.1,142,54.8,109,44,43.1,113.8,"96.6
"
20721.0,Wnt10b,"wingless-type MMTV integration site family, member 10B",NC_000081.7,7.3,83,155.5,77.1,5.3,63.7,53.7,75.1,47.5,43.2,64.2,"38.6
"
134323.0,Sct,secretin,NC_000073.7,1554.2,1590.7,2737.2,1632.4,1214.4,1670.6,2000.4,1396.3,1544.2,1637.9,1956.3,"1973.5
"
